0.060447104	0.037936833	-0.0772165	-0.005866234	0.0086305775	-0.02055235	-0.027123822	-0.054565743	0.07509931	0.022740768	-0.02414155	-0.0017432937	0.08272061	0.0117502585	-0.03066593	-0.06873136
-0.0044758418	0.036089107	-0.10251895	0.04428572	0.0401035	-0.05105174	-0.02218471	-0.021977138	0.004363148	0.0008569022	0.011475574	0.0037363584	0.12626924	0.028484283	-0.05474237	0.02849489
0.044135723	0.09071931	-0.015559127	0.051485464	-0.04234972	-0.016184874	0.005410373	-0.09527099	0.0094131855	-0.012630517	0.018825253	0.020397812	0.10511201	0.0743619	-0.020922275	0.035607483
-0.02021758	0.083928995	-0.035561252	-0.00069452723	0.011674805	-0.062556066	-0.063318126	-0.05312756	0.0712631	0.017891679	0.00544051	-0.021183975	0.10006093	0.000691656	0.010485462	0.0621531
-0.019570474	0.082527116	0.029248213	0.039117265	-0.060198303	-0.009619353	-0.05684548	0.014516311	0.07350657	-0.020665139	-0.07262557	0.056255423	0.07750299	0.032552674	-0.05967191	0.015293591
-0.031545535	0.10203993	-0.05542632	-0.030851912	0.016587496	-0.07860267	-0.013535765	-0.01673261	0.017374882	-0.008830909	-0.06513072	-0.06737977	0.164407	0.024119293	0.0106517235	0.024184806
0.01645658	0.10970324	-0.014329173	0.050013192	0.020230895	0.01987015	-0.040544104	-0.065449886	0.062179334	0.029653383	-0.032742944	-0.00062569586	0.11013166	-0.015627014	-0.07312485	0.060102284
-0.012860555	0.038431894	-0.038499873	0.010935836	-0.0035375918	0.004837761	0.03605967	-0.0041499366	0.01454612	0.006692703	0.0008488358	0.013728297	0.17493327	-0.023576686	0.023397826	0.020772789
-0.030982878	0.018602766	-0.019911863	0.017752396	0.035510328	0.0061930115	-0.05436701	-0.06651501	-0.018319368	-0.07766145	0.015870294	-0.021075215	0.07444898	0.0025441851	0.01335277	0.04119807
0.09858486	0.010281267	0.052191727	0.017137134	-0.0065941694	-0.007314386	-0.013072985	-0.02995148	0.016372621	0.0089599285	0.032158244	-0.0030319716	0.07830503	-0.028930059	-0.07142508	0.0377682
